City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
691,Riviere-Au-Renard,CA,48.9957,-64.3971,41.29,94,100,8.23,overcast clouds
692,Liezen,AT,47.5667,14.2333,53.98,82,75,4.07,broken clouds
693,Mama,RU,58.3106,112.8986,23.45,91,100,3.98,overcast clouds
694,Hamilton,US,39.1834,-84.5333,72.88,84,75,14.97,broken clouds
695,Kalnciems,LV,56.8011,23.6097,42.85,86,93,6.53,overcast clouds
696,Marathon,US,44.9,-89.7668,38.73,82,100,14.97,overcast clouds
697,Mangrol,IN,21.1167,70.1167,83.12,62,0,11.32,clear sky
698,Labuhan,ID,-6.8844,112.2051,79.5,85,93,3.85,overcast clouds
699,Bayan,CN,46.0833,127.4,65.61,64,100,21.18,overcast clouds
700,Nhulunbuy,AU,-12.2333,136.7667,77.61,94,10,0.0,clear sky
701,Korba,IN,22.35,82.6833,85.1,13,2,4.9,clear sky
702,Mokshan,RU,53.4365,44.6132,55.62,76,66,9.48,broken clouds
703,Aurad,IN,18.25,77.4333,95.04,22,74,6.87,broken clouds
704,Yerbogachen,RU,61.2767,108.0108,23.16,96,64,3.09,broken clouds
705,Gat,IL,31.61,34.7642,79.39,100,0,8.01,clear sky
706,De Aar,ZA,-30.6497,24.0123,55.56,38,0,8.3,clear sky
707,Kushima,JP,31.4583,131.2333,69.55,97,60,3.74,broken clouds
708,Albanel,CA,48.8832,-72.4487,39.34,81,100,13.8,overcast clouds
709,Akyab,MM,20.15,92.9,83.21,81,23,7.0,few clouds
710,Prainha,BR,-1.8,-53.48,85.44,65,66,3.91,broken clouds
711,Watertown,US,42.3709,-71.1828,64.9,43,0,16.11,clear sky
712,Hovd,MN,48.0056,91.6419,34.03,26,100,1.68,overcast clouds
713,Severo-Yeniseyskiy,RU,60.3725,93.0408,26.83,94,99,13.38,light snow
714,Bira,RU,49.0,132.4667,34.95,94,100,11.05,snow
715,Sucre,BO,-19.0333,-65.2627,71.47,27,15,7.43,few clouds
716,Buenos Aires,AR,-34.6132,-58.3772,78.01,64,0,13.8,clear sky
717,Kati,ML,12.7441,-8.0726,103.41,9,46,8.19,scattered clouds
718,Tefe,BR,-3.3542,-64.7114,82.51,94,40,3.44,scattered clouds
719,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,88.95,48,72,9.1,broken clouds
720,Ingham,US,42.6,-84.3833,56.16,62,100,7.43,overcast clouds
721,Marondera,ZW,-18.1853,31.5519,63.18,69,75,5.48,broken clouds
722,Fethiye,TR,36.6217,29.1164,64.27,60,92,1.92,overcast clouds
723,Sumbe,AO,-11.2061,13.8437,76.8,84,30,5.86,scattered clouds
